#"Step"	"Acceleration (nm/ps^2)"	"VelocityAmplitude (nm/ps)"	"1/Viscosity (1/Pa.s)"
26250	0.02	0.0035384742261687823	833.95344631976
26300	0.02	-2.4446390596160436e-05	-5.761565687542334
26350	0.02	0.00869799155302248	2049.9570063442543
26400	0.02	0.003538518922941536	833.9639805289405
26450	0.02	-0.0054643759830007525	-1287.8531513127482
26500	0.02	0.0016521557916678756	389.38280407100393
26550	0.02	0.006186503311912996	1458.0453121526737
26600	0.02	0.017060478199137755	4020.8416624356164
26650	0.02	0.018074191705599485	4259.755334900026
26700	0.02	0.0018427126436845933	434.2935574923308
26750	0.02	0.019802383231013597	4667.058366206875
26800	0.02	0.006246824940388038	1472.2620131200986
26850	0.02	-0.0086218710175687	-2032.0167929019995
26900	0.02	-0.009736741281697395	-2294.7712569852993
26950	0.02	-0.017014539906318155	-4010.014849756968
27000	0.02	-0.013548634446193869	-3193.1645300024406
27050	0.02	-0.01339558459017231	-3157.093487307263
27100	0.02	-0.023760843053584457	-5599.994711125673
